Entity,Code,Year,Population (historical estimates)
Bolivia,BOL,1400,840000
Bolivia,BOL,1500,899999
Bolivia,BOL,1600,799998
Bolivia,BOL,1700,800055
Bolivia,BOL,1710,815295
Bolivia,BOL,1720,830827
Bolivia,BOL,1730,846651
Bolivia,BOL,1740,862779
Bolivia,BOL,1750,879213
Bolivia,BOL,1760,895957
Bolivia,BOL,1770,913024
Bolivia,BOL,1780,930414
Bolivia,BOL,1790,948135
Bolivia,BOL,1800,887000
Bolivia,BOL,1801,896597
Bolivia,BOL,1802,906297
Bolivia,BOL,1803,916102
Bolivia,BOL,1804,926014
Bolivia,BOL,1805,936032
Bolivia,BOL,1806,946159
Bolivia,BOL,1807,956396
Bolivia,BOL,1808,966743
Bolivia,BOL,1809,977203
Bolivia,BOL,1810,987890
Bolivia,BOL,1811,998578
Bolivia,BOL,1812,1009382
Bolivia,BOL,1813,1020302
Bolivia,BOL,1814,1031341
Bolivia,BOL,1815,1042499
Bolivia,BOL,1816,1053778
Bolivia,BOL,1817,1065179
Bolivia,BOL,1818,1076703
Bolivia,BOL,1819,1087609
Bolivia,BOL,1820,1097885
Bolivia,BOL,1821,1107517
Bolivia,BOL,1822,1116493
Bolivia,BOL,1823,1124802
Bolivia,BOL,1824,1133172
Bolivia,BOL,1825,1141604
Bolivia,BOL,1826,1150099
Bolivia,BOL,1827,1158658
Bolivia,BOL,1828,1167280
Bolivia,BOL,1829,1175966
Bolivia,BOL,1830,1184717
Bolivia,BOL,1831,1193533
Bolivia,BOL,1832,1202414
Bolivia,BOL,1833,1211362
Bolivia,BOL,1834,1220376
Bolivia,BOL,1835,1229458
Bolivia,BOL,1836,1238607
Bolivia,BOL,1837,1247824
Bolivia,BOL,1838,1257109
Bolivia,BOL,1839,1266464
Bolivia,BOL,1840,1275888
Bolivia,BOL,1841,1285383
Bolivia,BOL,1842,1294948
Bolivia,BOL,1843,1304584
Bolivia,BOL,1844,1314292
Bolivia,BOL,1845,1324072
Bolivia,BOL,1846,1333925
Bolivia,BOL,1847,1343851
Bolivia,BOL,1848,1353851
Bolivia,BOL,1849,1363043
Bolivia,BOL,1850,1371417
Bolivia,BOL,1851,1381109
Bolivia,BOL,1852,1389985
Bolivia,BOL,1853,1398030
Bolivia,BOL,1854,1406118
Bolivia,BOL,1855,1414249
Bolivia,BOL,1856,1422424
Bolivia,BOL,1857,1430642
Bolivia,BOL,1858,1438905
Bolivia,BOL,1859,1447212
Bolivia,BOL,1860,1455564
Bolivia,BOL,1861,1463960
Bolivia,BOL,1862,1472402
Bolivia,BOL,1863,1480888
Bolivia,BOL,1864,1489420
Bolivia,BOL,1865,1497998
Bolivia,BOL,1866,1506622
Bolivia,BOL,1867,1515291
Bolivia,BOL,1868,1524008
Bolivia,BOL,1869,1522112
Bolivia,BOL,1870,1509837
Bolivia,BOL,1871,1487406
Bolivia,BOL,1872,1455036
Bolivia,BOL,1873,1412938
Bolivia,BOL,1874,1372055
Bolivia,BOL,1875,1332352
Bolivia,BOL,1876,1293795
Bolivia,BOL,1877,1256351
Bolivia,BOL,1878,1219988
Bolivia,BOL,1879,1196694
Bolivia,BOL,1880,1186392
Bolivia,BOL,1881,1189013
Bolivia,BOL,1882,1204497
Bolivia,BOL,1883,1232794
Bolivia,BOL,1884,1261753
Bolivia,BOL,1885,1291389
Bolivia,BOL,1886,1321719
Bolivia,BOL,1887,1352758
Bolivia,BOL,1888,1384523
Bolivia,BOL,1889,1417031
Bolivia,BOL,1890,1450298
Bolivia,BOL,1891,1484344
Bolivia,BOL,1892,1519186
Bolivia,BOL,1893,1554842
Bolivia,BOL,1894,1591332
Bolivia,BOL,1895,1628674
Bolivia,BOL,1896,1666890
Bolivia,BOL,1897,1705998
Bolivia,BOL,1898,1746021
Bolivia,BOL,1899,1781882
Bolivia,BOL,1900,1813429
Bolivia,BOL,1901,1840504
Bolivia,BOL,1902,1862946
Bolivia,BOL,1903,1880588
Bolivia,BOL,1904,1898393
Bolivia,BOL,1905,1916363
Bolivia,BOL,1906,1934499
Bolivia,BOL,1907,1952802
Bolivia,BOL,1908,1971275
Bolivia,BOL,1909,1992797
Bolivia,BOL,1910,2017450
Bolivia,BOL,1911,2045315
Bolivia,BOL,1912,2076476
Bolivia,BOL,1913,2111020
Bolivia,BOL,1914,2146135
Bolivia,BOL,1915,2181829
Bolivia,BOL,1916,2218112
Bolivia,BOL,1917,2254994
Bolivia,BOL,1918,2289257
Bolivia,BOL,1919,2322343
Bolivia,BOL,1920,2354214
Bolivia,BOL,1921,2384831
Bolivia,BOL,1922,2414156
Bolivia,BOL,1923,2442148
Bolivia,BOL,1924,2470465
Bolivia,BOL,1925,2499110
Bolivia,BOL,1926,2528087
Bolivia,BOL,1927,2557400
Bolivia,BOL,1928,2587054
Bolivia,BOL,1929,2617053
Bolivia,BOL,1930,2647402
Bolivia,BOL,1931,2678105
Bolivia,BOL,1932,2709166
Bolivia,BOL,1933,2740590
Bolivia,BOL,1934,2772378
Bolivia,BOL,1935,2804535
Bolivia,BOL,1936,2837065
Bolivia,BOL,1937,2869973
Bolivia,BOL,1938,2903262
Bolivia,BOL,1939,2931704
Bolivia,BOL,1940,2955228
Bolivia,BOL,1941,2973763
Bolivia,BOL,1942,2987236
Bolivia,BOL,1943,2995573
Bolivia,BOL,1944,3003934
Bolivia,BOL,1945,3012318
Bolivia,BOL,1946,3020725
Bolivia,BOL,1947,3029156
Bolivia,BOL,1948,3037611
Bolivia,BOL,1949,3057744
Bolivia,BOL,1950,3089847
Bolivia,BOL,1951,3136898
Bolivia,BOL,1952,3186940
Bolivia,BOL,1953,3240447
Bolivia,BOL,1954,3297552
Bolivia,BOL,1955,3357924
Bolivia,BOL,1956,3421571
Bolivia,BOL,1957,3488300
Bolivia,BOL,1958,3558669
Bolivia,BOL,1959,3632170
Bolivia,BOL,1960,3707520
Bolivia,BOL,1961,3784750
Bolivia,BOL,1962,3864143
Bolivia,BOL,1963,3945728
Bolivia,BOL,1964,4029474
Bolivia,BOL,1965,4115514
Bolivia,BOL,1966,4204072
Bolivia,BOL,1967,4295273
Bolivia,BOL,1968,4389247
Bolivia,BOL,1969,4486107
Bolivia,BOL,1970,4585696
Bolivia,BOL,1971,4688273
Bolivia,BOL,1972,4793809
Bolivia,BOL,1973,4902250
Bolivia,BOL,1974,5013765
Bolivia,BOL,1975,5127783
Bolivia,BOL,1976,5244361
Bolivia,BOL,1977,5363918
Bolivia,BOL,1978,5486139
Bolivia,BOL,1979,5610389
Bolivia,BOL,1980,5736092
Bolivia,BOL,1981,5862996
Bolivia,BOL,1982,5991117
Bolivia,BOL,1983,6120628
Bolivia,BOL,1984,6251924
Bolivia,BOL,1985,6385634
Bolivia,BOL,1986,6521990
Bolivia,BOL,1987,6661432
Bolivia,BOL,1988,6804076
Bolivia,BOL,1989,6949147
Bolivia,BOL,1990,7096195
Bolivia,BOL,1991,7244896
Bolivia,BOL,1992,7394417
Bolivia,BOL,1993,7544494
Bolivia,BOL,1994,7693728
Bolivia,BOL,1995,7841471
Bolivia,BOL,1996,7989373
Bolivia,BOL,1997,8137627
Bolivia,BOL,1998,8286930
Bolivia,BOL,1999,8439057
Bolivia,BOL,2000,8592656
Bolivia,BOL,2001,8746087
Bolivia,BOL,2002,8900591
Bolivia,BOL,2003,9057386
Bolivia,BOL,2004,9216282
Bolivia,BOL,2005,9377395
Bolivia,BOL,2006,9542663
Bolivia,BOL,2007,9711155
Bolivia,BOL,2008,9880593
Bolivia,BOL,2009,10051322
Bolivia,BOL,2010,10223277
Bolivia,BOL,2011,10396249
Bolivia,BOL,2012,10569697
Bolivia,BOL,2013,10743352
Bolivia,BOL,2014,10916991
Bolivia,BOL,2015,11090090
Bolivia,BOL,2016,11263016
Bolivia,BOL,2017,11435535
Bolivia,BOL,2018,11606906
Bolivia,BOL,2019,11777318
Bolivia,BOL,2020,11936169
Bolivia,BOL,2021,12079474
Bonaire Sint Eustatius and Saba,BES,1950,7016
Bonaire Sint Eustatius and Saba,BES,1951,7033
Bonaire Sint Eustatius and Saba,BES,1952,7091
Bonaire Sint Eustatius and Saba,BES,1953,7190
Bonaire Sint Eustatius and Saba,BES,1954,7402
Bonaire Sint Eustatius and Saba,BES,1955,7550
Bonaire Sint Eustatius and Saba,BES,1956,7537
Bonaire Sint Eustatius and Saba,BES,1957,7542
Bonaire Sint Eustatius and Saba,BES,1958,7571
Bonaire Sint Eustatius and Saba,BES,1959,7615
Bonaire Sint Eustatius and Saba,BES,1960,7699
Bonaire Sint Eustatius and Saba,BES,1961,7821
Bonaire Sint Eustatius and Saba,BES,1962,7960
Bonaire Sint Eustatius and Saba,BES,1963,8122
Bonaire Sint Eustatius and Saba,BES,1964,8305
Bonaire Sint Eustatius and Saba,BES,1965,8502
Bonaire Sint Eustatius and Saba,BES,1966,8719
Bonaire Sint Eustatius and Saba,BES,1967,8952
Bonaire Sint Eustatius and Saba,BES,1968,9200
Bonaire Sint Eustatius and Saba,BES,1969,9447
Bonaire Sint Eustatius and Saba,BES,1970,9703
Bonaire Sint Eustatius and Saba,BES,1971,9954
Bonaire Sint Eustatius and Saba,BES,1972,10178
Bonaire Sint Eustatius and Saba,BES,1973,10350
Bonaire Sint Eustatius and Saba,BES,1974,10505
Bonaire Sint Eustatius and Saba,BES,1975,10672
Bonaire Sint Eustatius and Saba,BES,1976,10845
Bonaire Sint Eustatius and Saba,BES,1977,11026
Bonaire Sint Eustatius and Saba,BES,1978,11209
Bonaire Sint Eustatius and Saba,BES,1979,11388
Bonaire Sint Eustatius and Saba,BES,1980,11568
Bonaire Sint Eustatius and Saba,BES,1981,11717
Bonaire Sint Eustatius and Saba,BES,1982,11822
Bonaire Sint Eustatius and Saba,BES,1983,11901
Bonaire Sint Eustatius and Saba,BES,1984,11996
Bonaire Sint Eustatius and Saba,BES,1985,12092
Bonaire Sint Eustatius and Saba,BES,1986,12180
Bonaire Sint Eustatius and Saba,BES,1987,12284
Bonaire Sint Eustatius and Saba,BES,1988,12389
Bonaire Sint Eustatius and Saba,BES,1989,12507
Bonaire Sint Eustatius and Saba,BES,1990,12630
Bonaire Sint Eustatius and Saba,BES,1991,12751
Bonaire Sint Eustatius and Saba,BES,1992,12866
Bonaire Sint Eustatius and Saba,BES,1993,12979
Bonaire Sint Eustatius and Saba,BES,1994,13097
Bonaire Sint Eustatius and Saba,BES,1995,13228
Bonaire Sint Eustatius and Saba,BES,1996,13371
Bonaire Sint Eustatius and Saba,BES,1997,13518
Bonaire Sint Eustatius and Saba,BES,1998,13669
Bonaire Sint Eustatius and Saba,BES,1999,13825
Bonaire Sint Eustatius and Saba,BES,2000,13984
Bonaire Sint Eustatius and Saba,BES,2001,14264
Bonaire Sint Eustatius and Saba,BES,2002,14782
Bonaire Sint Eustatius and Saba,BES,2003,15414
Bonaire Sint Eustatius and Saba,BES,2004,16076
Bonaire Sint Eustatius and Saba,BES,2005,16748
Bonaire Sint Eustatius and Saba,BES,2006,17428
Bonaire Sint Eustatius and Saba,BES,2007,18123
Bonaire Sint Eustatius and Saba,BES,2008,18824
Bonaire Sint Eustatius and Saba,BES,2009,19535
Bonaire Sint Eustatius and Saba,BES,2010,20245
Bonaire Sint Eustatius and Saba,BES,2011,20897
Bonaire Sint Eustatius and Saba,BES,2012,21469
Bonaire Sint Eustatius and Saba,BES,2013,22026
Bonaire Sint Eustatius and Saba,BES,2014,22599
Bonaire Sint Eustatius and Saba,BES,2015,23193
Bonaire Sint Eustatius and Saba,BES,2016,23793
Bonaire Sint Eustatius and Saba,BES,2017,24392
Bonaire Sint Eustatius and Saba,BES,2018,24995
Bonaire Sint Eustatius and Saba,BES,2019,25597
Bonaire Sint Eustatius and Saba,BES,2020,26178
Bonaire Sint Eustatius and Saba,BES,2021,26730
Bosnia and Herzegovina,BIH,-10000,2349
Bosnia and Herzegovina,BIH,-9000,3732
Bosnia and Herzegovina,BIH,-8000,5927
Bosnia and Herzegovina,BIH,-7000,9414
Bosnia and Herzegovina,BIH,-6000,14952
Bosnia and Herzegovina,BIH,-5000,23748
Bosnia and Herzegovina,BIH,-4000,37718
Bosnia and Herzegovina,BIH,-3000,59905
Bosnia and Herzegovina,BIH,-2000,95144
Bosnia and Herzegovina,BIH,-1000,151111
Bosnia and Herzegovina,BIH,0,239999
Bosnia and Herzegovina,BIH,100,243532
Bosnia and Herzegovina,BIH,200,247338
Bosnia and Herzegovina,BIH,300,251202
Bosnia and Herzegovina,BIH,400,255127
Bosnia and Herzegovina,BIH,500,259114
Bosnia and Herzegovina,BIH,600,263162
Bosnia and Herzegovina,BIH,700,267274
Bosnia and Herzegovina,BIH,800,271450
Bosnia and Herzegovina,BIH,900,275692
Bosnia and Herzegovina,BIH,1000,280000
Bosnia and Herzegovina,BIH,1100,296000
Bosnia and Herzegovina,BIH,1200,311999
Bosnia and Herzegovina,BIH,1300,327999
Bosnia and Herzegovina,BIH,1400,344000
Bosnia and Herzegovina,BIH,1500,359999
Bosnia and Herzegovina,BIH,1600,439999
Bosnia and Herzegovina,BIH,1700,439999
Bosnia and Herzegovina,BIH,1710,466340
Bosnia and Herzegovina,BIH,1720,485374
Bosnia and Herzegovina,BIH,1730,505185
Bosnia and Herzegovina,BIH,1740,525805
Bosnia and Herzegovina,BIH,1750,547266
Bosnia and Herzegovina,BIH,1760,569604
Bosnia and Herzegovina,BIH,1770,592853
Bosnia and Herzegovina,BIH,1780,617051
Bosnia and Herzegovina,BIH,1790,642237
Bosnia and Herzegovina,BIH,1800,851806
Bosnia and Herzegovina,BIH,1801,851806
Bosnia and Herzegovina,BIH,1802,851806
Bosnia and Herzegovina,BIH,1803,851806
Bosnia and Herzegovina,BIH,1804,851806
Bosnia and Herzegovina,BIH,1805,851806
Bosnia and Herzegovina,BIH,1806,851806
Bosnia and Herzegovina,BIH,1807,851806
Bosnia and Herzegovina,BIH,1808,851806
Bosnia and Herzegovina,BIH,1809,851806
Bosnia and Herzegovina,BIH,1810,851806
Bosnia and Herzegovina,BIH,1811,851806
Bosnia and Herzegovina,BIH,1812,851806
Bosnia and Herzegovina,BIH,1813,851806
Bosnia and Herzegovina,BIH,1814,851806
Bosnia and Herzegovina,BIH,1815,851806
Bosnia and Herzegovina,BIH,1816,851806
Bosnia and Herzegovina,BIH,1817,851806
Bosnia and Herzegovina,BIH,1818,851806
Bosnia and Herzegovina,BIH,1819,852856
Bosnia and Herzegovina,BIH,1820,854961
Bosnia and Herzegovina,BIH,1821,858129
Bosnia and Herzegovina,BIH,1822,862366
Bosnia and Herzegovina,BIH,1823,867679
Bosnia and Herzegovina,BIH,1824,873025
Bosnia and Herzegovina,BIH,1825,878403
Bosnia and Herzegovina,BIH,1826,883815
Bosnia and Herzegovina,BIH,1827,889260
Bosnia and Herzegovina,BIH,1828,894738
Bosnia and Herzegovina,BIH,1829,900250
Bosnia and Herzegovina,BIH,1830,905797
Bosnia and Herzegovina,BIH,1831,911377
Bosnia and Herzegovina,BIH,1832,916992
Bosnia and Herzegovina,BIH,1833,922641
Bosnia and Herzegovina,BIH,1834,928325
Bosnia and Herzegovina,BIH,1835,934044
Bosnia and Herzegovina,BIH,1836,939799
Bosnia and Herzegovina,BIH,1837,945588
Bosnia and Herzegovina,BIH,1838,951414
Bosnia and Herzegovina,BIH,1839,957275
Bosnia and Herzegovina,BIH,1840,963173
Bosnia and Herzegovina,BIH,1841,969107
Bosnia and Herzegovina,BIH,1842,975077
Bosnia and Herzegovina,BIH,1843,981084
Bosnia and Herzegovina,BIH,1844,987128
Bosnia and Herzegovina,BIH,1845,993210
Bosnia and Herzegovina,BIH,1846,999329
Bosnia and Herzegovina,BIH,1847,1005485
Bosnia and Herzegovina,BIH,1848,1011680
Bosnia and Herzegovina,BIH,1849,1017912
Bosnia and Herzegovina,BIH,1850,1024184
Bosnia and Herzegovina,BIH,1851,1030556
Bosnia and Herzegovina,BIH,1852,1036968
Bosnia and Herzegovina,BIH,1853,1043420
Bosnia and Herzegovina,BIH,1854,1049911
Bosnia and Herzegovina,BIH,1855,1056444
Bosnia and Herzegovina,BIH,1856,1063017
Bosnia and Herzegovina,BIH,1857,1069631
Bosnia and Herzegovina,BIH,1858,1076286
Bosnia and Herzegovina,BIH,1859,1082982
Bosnia and Herzegovina,BIH,1860,1089720
Bosnia and Herzegovina,BIH,1861,1096500
Bosnia and Herzegovina,BIH,1862,1103322
Bosnia and Herzegovina,BIH,1863,1110187
Bosnia and Herzegovina,BIH,1864,1117094
Bosnia and Herzegovina,BIH,1865,1124044
Bosnia and Herzegovina,BIH,1866,1131038
Bosnia and Herzegovina,BIH,1867,1138075
Bosnia and Herzegovina,BIH,1868,1145156
Bosnia and Herzegovina,BIH,1869,1154610
Bosnia and Herzegovina,BIH,1870,1166492
Bosnia and Herzegovina,BIH,1871,1180854
Bosnia and Herzegovina,BIH,1872,1197751
Bosnia and Herzegovina,BIH,1873,1217239
Bosnia and Herzegovina,BIH,1874,1237044
Bosnia and Herzegovina,BIH,1875,1257172
Bosnia and Herzegovina,BIH,1876,1277627
Bosnia and Herzegovina,BIH,1877,1298414
Bosnia and Herzegovina,BIH,1878,1319540
Bosnia and Herzegovina,BIH,1879,1340499
Bosnia and Herzegovina,BIH,1880,1361280
Bosnia and Herzegovina,BIH,1881,1381873
Bosnia and Herzegovina,BIH,1882,1402268
Bosnia and Herzegovina,BIH,1883,1422454
Bosnia and Herzegovina,BIH,1884,1442930
Bosnia and Herzegovina,BIH,1885,1463700
Bosnia and Herzegovina,BIH,1886,1484770
Bosnia and Herzegovina,BIH,1887,1506143
Bosnia and Herzegovina,BIH,1888,1527824
Bosnia and Herzegovina,BIH,1889,1548935
Bosnia and Herzegovina,BIH,1890,1569458
Bosnia and Herzegovina,BIH,1891,1589373
Bosnia and Herzegovina,BIH,1892,1608663
Bosnia and Herzegovina,BIH,1893,1627307
Bosnia and Herzegovina,BIH,1894,1646166
Bosnia and Herzegovina,BIH,1895,1665245
Bosnia and Herzegovina,BIH,1896,1684544
Bosnia and Herzegovina,BIH,1897,1704067
Bosnia and Herzegovina,BIH,1898,1723817
Bosnia and Herzegovina,BIH,1899,1743795
Bosnia and Herzegovina,BIH,1900,1764005
Bosnia and Herzegovina,BIH,1901,1784449
Bosnia and Herzegovina,BIH,1902,1805130
Bosnia and Herzegovina,BIH,1903,1826050
Bosnia and Herzegovina,BIH,1904,1847213
Bosnia and Herzegovina,BIH,1905,1868622
Bosnia and Herzegovina,BIH,1906,1890278
Bosnia and Herzegovina,BIH,1907,1912185
Bosnia and Herzegovina,BIH,1908,1934347
Bosnia and Herzegovina,BIH,1909,1955182
Bosnia and Herzegovina,BIH,1910,1974663
Bosnia and Herzegovina,BIH,1911,1992763
Bosnia and Herzegovina,BIH,1912,2009453
Bosnia and Herzegovina,BIH,1913,2024705
Bosnia and Herzegovina,BIH,1914,2040072
Bosnia and Herzegovina,BIH,1915,2055556
Bosnia and Herzegovina,BIH,1916,2071157
Bosnia and Herzegovina,BIH,1917,2086877
Bosnia and Herzegovina,BIH,1918,2102589
Bosnia and Herzegovina,BIH,1919,2118419
Bosnia and Herzegovina,BIH,1920,2134369
Bosnia and Herzegovina,BIH,1921,2150438
Bosnia and Herzegovina,BIH,1922,2166629
Bosnia and Herzegovina,BIH,1923,2182941
Bosnia and Herzegovina,BIH,1924,2199376
Bosnia and Herzegovina,BIH,1925,2215935
Bosnia and Herzegovina,BIH,1926,2232619
Bosnia and Herzegovina,BIH,1927,2249428
Bosnia and Herzegovina,BIH,1928,2266364
Bosnia and Herzegovina,BIH,1929,2283427
Bosnia and Herzegovina,BIH,1930,2300619
Bosnia and Herzegovina,BIH,1931,2317940
Bosnia and Herzegovina,BIH,1932,2335392
Bosnia and Herzegovina,BIH,1933,2352975
Bosnia and Herzegovina,BIH,1934,2370690
Bosnia and Herzegovina,BIH,1935,2388539
Bosnia and Herzegovina,BIH,1936,2406522
Bosnia and Herzegovina,BIH,1937,2424641
Bosnia and Herzegovina,BIH,1938,2442896
Bosnia and Herzegovina,BIH,1939,2461288
Bosnia and Herzegovina,BIH,1940,2479819
Bosnia and Herzegovina,BIH,1941,2498489
Bosnia and Herzegovina,BIH,1942,2517300
Bosnia and Herzegovina,BIH,1943,2536253
Bosnia and Herzegovina,BIH,1944,2555348
Bosnia and Herzegovina,BIH,1945,2574587
Bosnia and Herzegovina,BIH,1946,2593971
Bosnia and Herzegovina,BIH,1947,2613501
Bosnia and Herzegovina,BIH,1948,2633178
Bosnia and Herzegovina,BIH,1949,2659586
Bosnia and Herzegovina,BIH,1950,2692914
Bosnia and Herzegovina,BIH,1951,2738125
Bosnia and Herzegovina,BIH,1952,2787386
Bosnia and Herzegovina,BIH,1953,2841474
Bosnia and Herzegovina,BIH,1954,2899036
Bosnia and Herzegovina,BIH,1955,2958434
Bosnia and Herzegovina,BIH,1956,3018308
Bosnia and Herzegovina,BIH,1957,3078144
Bosnia and Herzegovina,BIH,1958,3138475
Bosnia and Herzegovina,BIH,1959,3200054
Bosnia and Herzegovina,BIH,1960,3262540
Bosnia and Herzegovina,BIH,1961,3325338
Bosnia and Herzegovina,BIH,1962,3387521
Bosnia and Herzegovina,BIH,1963,3448535
Bosnia and Herzegovina,BIH,1964,3507961
Bosnia and Herzegovina,BIH,1965,3565526
Bosnia and Herzegovina,BIH,1966,3620850
Bosnia and Herzegovina,BIH,1967,3673376
Bosnia and Herzegovina,BIH,1968,3723069
Bosnia and Herzegovina,BIH,1969,3770379
Bosnia and Herzegovina,BIH,1970,3815565
Bosnia and Herzegovina,BIH,1971,3859250
Bosnia and Herzegovina,BIH,1972,3901896
Bosnia and Herzegovina,BIH,1973,3943151
Bosnia and Herzegovina,BIH,1974,3983066
Bosnia and Herzegovina,BIH,1975,4022094
Bosnia and Herzegovina,BIH,1976,4060043
Bosnia and Herzegovina,BIH,1977,4096524
Bosnia and Herzegovina,BIH,1978,4131522
Bosnia and Herzegovina,BIH,1979,4165508
Bosnia and Herzegovina,BIH,1980,4199816
Bosnia and Herzegovina,BIH,1981,4235971
Bosnia and Herzegovina,BIH,1982,4274014
Bosnia and Herzegovina,BIH,1983,4312524
Bosnia and Herzegovina,BIH,1984,4349602
Bosnia and Herzegovina,BIH,1985,4383311
Bosnia and Herzegovina,BIH,1986,4413378
Bosnia and Herzegovina,BIH,1987,4440298
Bosnia and Herzegovina,BIH,1988,4463329
Bosnia and Herzegovina,BIH,1989,4481226
Bosnia and Herzegovina,BIH,1990,4494314
Bosnia and Herzegovina,BIH,1991,4502389
Bosnia and Herzegovina,BIH,1992,4275737
Bosnia and Herzegovina,BIH,1993,3942985
Bosnia and Herzegovina,BIH,1994,3762334
Bosnia and Herzegovina,BIH,1995,3750528
Bosnia and Herzegovina,BIH,1996,3907749
Bosnia and Herzegovina,BIH,1997,4047756
Bosnia and Herzegovina,BIH,1998,4115062
Bosnia and Herzegovina,BIH,1999,4153006
Bosnia and Herzegovina,BIH,2000,4179355
Bosnia and Herzegovina,BIH,2001,4194941
Bosnia and Herzegovina,BIH,2002,4198410
Bosnia and Herzegovina,BIH,2003,4183758
Bosnia and Herzegovina,BIH,2004,4142858
Bosnia and Herzegovina,BIH,2005,4094297
Bosnia and Herzegovina,BIH,2006,4058086
Bosnia and Herzegovina,BIH,2007,4007877
Bosnia and Herzegovina,BIH,2008,3943390
Bosnia and Herzegovina,BIH,2009,3877755
Bosnia and Herzegovina,BIH,2010,3811093
Bosnia and Herzegovina,BIH,2011,3743143
Bosnia and Herzegovina,BIH,2012,3674376
Bosnia and Herzegovina,BIH,2013,3617564
Bosnia and Herzegovina,BIH,2014,3571070
Bosnia and Herzegovina,BIH,2015,3524328
Bosnia and Herzegovina,BIH,2016,3480985
Bosnia and Herzegovina,BIH,2017,3440025
Bosnia and Herzegovina,BIH,2018,3400132
Bosnia and Herzegovina,BIH,2019,3360718
Bosnia and Herzegovina,BIH,2020,3318410
Bosnia and Herzegovina,BIH,2021,3270948
Botswana,BWA,-10000,28
Botswana,BWA,-9000,57
Botswana,BWA,-8000,115
Botswana,BWA,-7000,231
Botswana,BWA,-6000,463
Botswana,BWA,-5000,927
Botswana,BWA,-4000,1854
Botswana,BWA,-3000,3709
Botswana,BWA,-2000,7419
Botswana,BWA,-1000,14838
Botswana,BWA,0,29676
Botswana,BWA,100,31875
Botswana,BWA,200,34236
Botswana,BWA,300,36772
Botswana,BWA,400,39496
Botswana,BWA,500,42421
Botswana,BWA,600,45564
Botswana,BWA,700,48939
Botswana,BWA,800,52564
Botswana,BWA,900,56458
Botswana,BWA,1000,60640
Botswana,BWA,1100,65132
Botswana,BWA,1200,69956
Botswana,BWA,1300,75138
Botswana,BWA,1400,80704
Botswana,BWA,1500,86682
Botswana,BWA,1600,93103
Botswana,BWA,1700,99999
Botswana,BWA,1710,102013
Botswana,BWA,1720,103479
Botswana,BWA,1730,105032
Botswana,BWA,1740,106681
Botswana,BWA,1750,108436
Botswana,BWA,1760,110312
Botswana,BWA,1770,112321
Botswana,BWA,1780,114484
Botswana,BWA,1790,116820
Botswana,BWA,1800,121000
Botswana,BWA,1801,120541
Botswana,BWA,1802,120083
Botswana,BWA,1803,119627
Botswana,BWA,1804,119173
Botswana,BWA,1805,118721
Botswana,BWA,1806,118270
Botswana,BWA,1807,117821
Botswana,BWA,1808,117374
Botswana,BWA,1809,116928
Botswana,BWA,1810,116486
Botswana,BWA,1811,116044
Botswana,BWA,1812,115604
Botswana,BWA,1813,115165
Botswana,BWA,1814,114728
Botswana,BWA,1815,114292
Botswana,BWA,1816,113858
Botswana,BWA,1817,113426
Botswana,BWA,1818,112995
Botswana,BWA,1819,112567
Botswana,BWA,1820,112139
Botswana,BWA,1821,111714
Botswana,BWA,1822,111289
Botswana,BWA,1823,110867
Botswana,BWA,1824,110446
Botswana,BWA,1825,110027
Botswana,BWA,1826,109609
Botswana,BWA,1827,109193
Botswana,BWA,1828,108779
Botswana,BWA,1829,108366
Botswana,BWA,1830,107954
Botswana,BWA,1831,107545
Botswana,BWA,1832,107136
Botswana,BWA,1833,106730
Botswana,BWA,1834,106325
Botswana,BWA,1835,105921
Botswana,BWA,1836,105519
Botswana,BWA,1837,105118
Botswana,BWA,1838,104719
Botswana,BWA,1839,104322
Botswana,BWA,1840,103926
Botswana,BWA,1841,103531
Botswana,BWA,1842,103138
Botswana,BWA,1843,102747
Botswana,BWA,1844,102357
Botswana,BWA,1845,101968
Botswana,BWA,1846,101581
Botswana,BWA,1847,101196
Botswana,BWA,1848,100811
Botswana,BWA,1849,100707
Botswana,BWA,1850,100884
Botswana,BWA,1851,101340
Botswana,BWA,1852,102081
Botswana,BWA,1853,103108
Botswana,BWA,1854,104146
Botswana,BWA,1855,105194
Botswana,BWA,1856,106253
Botswana,BWA,1857,107323
Botswana,BWA,1858,108403
Botswana,BWA,1859,109494
Botswana,BWA,1860,110596
Botswana,BWA,1861,111709
Botswana,BWA,1862,112834
Botswana,BWA,1863,113969
Botswana,BWA,1864,115117
Botswana,BWA,1865,116275
Botswana,BWA,1866,117446
Botswana,BWA,1867,118628
Botswana,BWA,1868,119822
Botswana,BWA,1869,121028
Botswana,BWA,1870,122246
Botswana,BWA,1871,123477
Botswana,BWA,1872,124720
Botswana,BWA,1873,125975
Botswana,BWA,1874,127243
Botswana,BWA,1875,128524
Botswana,BWA,1876,129817
Botswana,BWA,1877,131124
Botswana,BWA,1878,132444
Botswana,BWA,1879,133777
Botswana,BWA,1880,135124
Botswana,BWA,1881,136484
Botswana,BWA,1882,137857
Botswana,BWA,1883,139245
Botswana,BWA,1884,140647
Botswana,BWA,1885,142062
Botswana,BWA,1886,143492
Botswana,BWA,1887,144937
Botswana,BWA,1888,146395
Botswana,BWA,1889,147869
Botswana,BWA,1890,149357
Botswana,BWA,1891,150861
